Restaurant Name,Location,Cuisine,Secondary Cuisine,Price Range,Dish,Price
Relish,Ahmedabad,Rajasthani,Chaat,₹100-₹300,Biryani,965
Rasoi L,Lucknow,South Indian,Coastal,₹1000-₹2000,Filter Coffee,254
Zaiqa,Lucknow,Street Food,Chaat,₹300-₹700,Dhokla,292
Zaiqa N,Pune,Mughlai,Coastal,₹100-₹300,Haleem,1367
Royal,Hyderabad,North Indian,Mughlai,₹700-₹1500,Dhokla,1663
Taj,Chennai,North Indian,Mughlai,₹200-₹500,Biryani,1375
Feast H,Pune,Rajasthani,Chaat,₹200-₹500,Chicken Tikka,445
Zaiqa,Hyderabad,Street Food,Tandoori,₹700-₹1500,Haleem,87
Relish,Bengaluru,West Indian,Coastal,₹1000-₹2000,Haleem,54
Spice,Ahmedabad,Street Food,,₹200-₹500,Sambar Vada,678
Rasoi J,Hyderabad,Seafood,Coastal,₹500-₹1000,Masala Dosa,161
Spice,Lucknow,Seafood,Tandoori,₹300-₹700,Dhokla,1846
Royal I,Jaipur,Gujarati,Tandoori,₹1000-₹2000,Dhokla,943
Swad M,Kolkata,Hyderabadi,Chaat,₹300-₹700,Filter Coffee,1990
Dosa,Mumbai,Bengali,Mughlai,₹100-₹300,Kebabs,1239
Swad W,Hyderabad,South Indian,Coastal,₹1000-₹2000,Sambar Vada,1646
Flavors,Ahmedabad,West Indian,Mughlai,₹300-₹700,Plain Dosa,714
Royal,Kolkata,Mughlai,,₹500-₹1000,Prawn Curry,917
Flavors,Hyderabad,Street Food,Tandoori,₹700-₹1500,Laal Maas,673
Relish E,Ahmedabad,Mughlai,Tandoori,₹500-₹1000,Biryani,1697
Taj M,Pune,South Indian,Coastal,₹200-₹500,Solkadi,1523
Royal,Lucknow,Hyderabadi,Mughlai,₹200-₹500,Chicken Tikka,198
Feast,Ahmedabad,Street Food,,₹300-₹700,Haleem,1882
Relish S,Lucknow,Mughlai,,₹500-₹1000,Dahi Vada,103
Relish B,Pune,Mughlai,Mughlai,₹100-₹300,Chicken Tikka,240
Swad,Ahmedabad,South Indian,Chaat,₹300-₹700,Pav Bhaji,778
Swad,Delhi,West Indian,Chaat,₹700-₹1500,Chicken Tikka,1852
Spice,Lucknow,Seafood,Coastal,₹500-₹1000,Masala Dosa,717
Swad,Kolkata,Seafood,,₹500-₹1000,Kebabs,497
Flavors G,Kolkata,West Indian,Tandoori,₹1000-₹2000,Dahi Vada,797
Spice,Chennai,South Indian,,₹200-₹500,Kebabs,341
Relish,Chennai,South Indian,Awadhi,₹100-₹300,Dahi Vada,245
Feast,Chennai,West Indian,,₹100-₹300,Biryani,1024
Relish T,Lucknow,South Indian,Chaat,₹700-₹1500,Dahi Vada,477
Feast Y,Mumbai,Street Food,Mughlai,₹200-₹500,Chicken Tikka,1742
Dosa,Bengaluru,Rajasthani,Chaat,₹700-₹1500,Laal Maas,1334
Dosa,Hyderabad,Hyderabadi,,₹100-₹300,Haleem,376
Rasoi,Pune,South Indian,Awadhi,₹1000-₹2000,Laal Maas,1880
Flavors L,Hyderabad,Street Food,Mughlai,₹700-₹1500,Kosha Mangsho,125
Spice,Hyderabad,West Indian,Tandoori,₹700-₹1500,Biryani,188
Flavors,Pune,Gujarati,Chaat,₹200-₹500,Biryani,1179
Dosa,Hyderabad,Hyderabadi,Tandoori,₹500-₹1000,Chicken Tikka,168
Taj,Pune,Seafood,Mughlai,₹300-₹700,Butter Chicken,828
Relish,Delhi,North Indian,Mughlai,₹700-₹1500,Butter Chicken,1563
Relish K,Delhi,Hyderabadi,Tandoori,₹500-₹1000,Laal Maas,1865
Relish,Bengaluru,Gujarati,,₹1000-₹2000,Butter Chicken,627
Dosa,Ahmedabad,Mughlai,,₹500-₹1000,Filter Coffee,465
Swad,Mumbai,Gujarati,Chaat,₹200-₹500,Dhokla,1323
Feast,Hyderabad,Bengali,,₹500-₹1000,Gulab Jamun,1398
Spice W,Hyderabad,Mughlai,Tandoori,₹1000-₹2000,Dhokla,972
Relish,Ahmedabad,Street Food,Awadhi,₹1000-₹2000,Chole Bhature,977
Feast X,Ahmedabad,Hyderabadi,Coastal,₹1000-₹2000,Chicken Tikka,473
Taj,Pune,Street Food,Chaat,₹700-₹1500,Biryani,1252
Rasoi,Chennai,Bengali,Mughlai,₹500-₹1000,Dahi Vada,1166
Zaiqa K,Lucknow,Street Food,Coastal,₹500-₹1000,Filter Coffee,1948
Taj,Jaipur,North Indian,,₹700-₹1500,Biryani,1583
Zaiqa,Kolkata,South Indian,Tandoori,₹500-₹1000,Sambar Vada,1759
Relish T,Hyderabad,Gujarati,Awadhi,₹1000-₹2000,Kebabs,1019
Flavors,Kolkata,Hyderabadi,Tandoori,₹500-₹1000,Chole Bhature,607
Rasoi,Chennai,Seafood,Chaat,₹200-₹500,Kebabs,993
Rasoi N,Pune,South Indian,Coastal,₹300-₹700,Gulab Jamun,1924
Royal,Jaipur,West Indian,,₹200-₹500,Butter Chicken,947
Flavors N,Hyderabad,West Indian,Tandoori,₹300-₹700,Filter Coffee,543
Swad,Bengaluru,Seafood,Tandoori,₹1000-₹2000,Chicken Tikka,939
Feast,Jaipur,West Indian,Mughlai,₹700-₹1500,Gulab Jamun,1196
Dosa,Jaipur,Rajasthani,,₹700-₹1500,Kebabs,91
Feast D,Bengaluru,Hyderabadi,Coastal,₹1000-₹2000,Masala Dosa,1984
Flavors,Pune,South Indian,Awadhi,₹200-₹500,Dahi Vada,1130
Relish,Chennai,Gujarati,Coastal,₹100-₹300,Kebabs,1068
Swad I,Hyderabad,Seafood,Awadhi,₹700-₹1500,Gulab Jamun,1768
Rasoi,Jaipur,South Indian,,₹700-₹1500,Dahi Vada,1792
Swad,Jaipur,West Indian,Coastal,₹100-₹300,Chole Bhature,1257
Royal,Mumbai,Seafood,,₹300-₹700,Gulab Jamun,1205
Flavors,Lucknow,Gujarati,Coastal,₹500-₹1000,Gulab Jamun,848
Feast,Kolkata,Gujarati,Awadhi,₹700-₹1500,Kosha Mangsho,1154
Swad,Delhi,West Indian,Mughlai,₹1000-₹2000,Kosha Mangsho,248
Spice C,Kolkata,Gujarati,Chaat,₹300-₹700,Chicken Tikka,964
Swad,Lucknow,Rajasthani,Chaat,₹100-₹300,Pav Bhaji,255
Feast,Jaipur,Bengali,,₹1000-₹2000,Kosha Mangsho,1283
Dosa,Pune,Street Food,Chaat,₹700-₹1500,Masala Dosa,781
Swad,Ahmedabad,Street Food,Chaat,₹100-₹300,Dhokla,276
Rasoi X,Lucknow,Mughlai,Coastal,₹1000-₹2000,Filter Coffee,1913
Zaiqa C,Jaipur,North Indian,Coastal,₹200-₹500,Butter Chicken,1317
Spice,Jaipur,Street Food,Mughlai,₹700-₹1500,Dhokla,1495
Spice M,Pune,Street Food,Chaat,₹200-₹500,Masala Dosa,787
Rasoi,Kolkata,Bengali,Mughlai,₹700-₹1500,Gulab Jamun,534
Flavors,Pune,Rajasthani,,₹700-₹1500,Pav Bhaji,1345
Flavors J,Pune,Bengali,Coastal,₹300-₹700,Masala Dosa,976
Taj N,Kolkata,Hyderabadi,Awadhi,₹700-₹1500,Sambar Vada,158
Taj,Lucknow,Gujarati,Tandoori,₹200-₹500,Masala Dosa,1759
Spice,Chennai,Hyderabadi,Awadhi,₹200-₹500,Gulab Jamun,481
Rasoi A,Jaipur,Street Food,,₹700-₹1500,Kosha Mangsho,174
Flavors,Kolkata,North Indian,,₹1000-₹2000,Chicken Tikka,886
Taj,Ahmedabad,South Indian,Chaat,₹100-₹300,Sambar Vada,204
Feast,Kolkata,North Indian,,₹1000-₹2000,Laal Maas,276
Relish,Pune,Street Food,Coastal,₹700-₹1500,Dahi Vada,1904
Rasoi,Bengaluru,Hyderabadi,Coastal,₹100-₹300,Dhokla,366
Zaiqa,Mumbai,Mughlai,Mughlai,₹700-₹1500,Chicken Tikka,374
Spice,Pune,West Indian,Mughlai,₹200-₹500,Sambar Vada,1188
Swad L,Pune,Hyderabadi,,₹700-₹1500,Plain Dosa,1956
Flavors,Lucknow,Street Food,Tandoori,₹1000-₹2000,Filter Coffee,975
Taj D,Mumbai,Gujarati,Chaat,₹300-₹700,Chicken Tikka,1443
Swad,Hyderabad,Street Food,,₹700-₹1500,Kebabs,125
Relish,Kolkata,Mughlai,Chaat,₹700-₹1500,Kosha Mangsho,1371
Feast L,Kolkata,Street Food,Awadhi,₹200-₹500,Prawn Curry,409
Swad,Bengaluru,Mughlai,Chaat,₹300-₹700,Prawn Curry,1294
Relish,Bengaluru,Mughlai,Awadhi,₹200-₹500,Filter Coffee,1765
Dosa,Mumbai,Gujarati,Chaat,₹300-₹700,Dhokla,802
Royal,Pune,North Indian,Chaat,₹500-₹1000,Masala Dosa,1628
Spice,Bengaluru,Mughlai,Awadhi,₹300-₹700,Haleem,1192
Feast,Bengaluru,Street Food,Tandoori,₹500-₹1000,Prawn Curry,1187
Feast,Bengaluru,Street Food,Tandoori,₹100-₹300,Laal Maas,1912
Feast,Lucknow,West Indian,Chaat,₹500-₹1000,Kebabs,760
Spice,Hyderabad,Rajasthani,,₹100-₹300,Dahi Vada,1422
Relish,Mumbai,North Indian,Mughlai,₹300-₹700,Laal Maas,426
Swad,Kolkata,Gujarati,Tandoori,₹200-₹500,Pav Bhaji,1493
Flavors,Lucknow,Mughlai,,₹700-₹1500,Kebabs,61
Relish,Mumbai,Mughlai,Awadhi,₹300-₹700,Dhokla,1266
Feast,Delhi,Bengali,Chaat,₹1000-₹2000,Butter Chicken,506
Rasoi,Mumbai,Gujarati,Coastal,₹100-₹300,Kosha Mangsho,222
Swad W,Bengaluru,Bengali,Coastal,₹300-₹700,Biryani,1084
Rasoi,Mumbai,Rajasthani,,₹700-₹1500,Chole Bhature,709
Spice,Delhi,Seafood,Tandoori,₹500-₹1000,Butter Chicken,1397
Flavors,Delhi,Hyderabadi,Awadhi,₹1000-₹2000,Laal Maas,1171
Zaiqa M,Kolkata,Rajasthani,Chaat,₹100-₹300,Sambar Vada,1104
Rasoi,Pune,Gujarati,Coastal,₹700-₹1500,Dahi Vada,184
Rasoi,Mumbai,North Indian,Mughlai,₹300-₹700,Pav Bhaji,1089
Flavors,Kolkata,Mughlai,,₹200-₹500,Pav Bhaji,1570
Royal,Pune,West Indian,Tandoori,₹200-₹500,Chole Bhature,95
Royal,Kolkata,North Indian,Coastal,₹200-₹500,Prawn Curry,1330
Zaiqa,Chennai,Hyderabadi,,₹100-₹300,Prawn Curry,1653
Rasoi,Mumbai,West Indian,,₹300-₹700,Butter Chicken,1910
Flavors,Pune,Rajasthani,,₹700-₹1500,Prawn Curry,800
Spice,Jaipur,South Indian,Chaat,₹500-₹1000,Sambar Vada,1020
Zaiqa,Mumbai,Hyderabadi,Coastal,₹300-₹700,Plain Dosa,1708
Flavors,Chennai,Mughlai,Awadhi,₹300-₹700,Dhokla,542
Spice,Delhi,Street Food,Chaat,₹500-₹1000,Haleem,1806
Swad O,Delhi,North Indian,Coastal,₹500-₹1000,Butter Chicken,778
Royal,Hyderabad,South Indian,,₹300-₹700,Sambar Vada,758
Swad,Chennai,Seafood,,₹1000-₹2000,Filter Coffee,926
Spice S,Hyderabad,North Indian,Mughlai,₹1000-₹2000,Haleem,1775
Taj,Hyderabad,North Indian,Chaat,₹1000-₹2000,Chole Bhature,1049
Swad,Hyderabad,Bengali,Coastal,₹1000-₹2000,Kosha Mangsho,541
Feast,Delhi,South Indian,Mughlai,₹100-₹300,Dhokla,281
Feast U,Chennai,Hyderabadi,Mughlai,₹700-₹1500,Masala Dosa,801
Royal,Lucknow,Mughlai,Coastal,₹100-₹300,Filter Coffee,199
Relish,Lucknow,Seafood,Chaat,₹300-₹700,Gulab Jamun,1172
Feast,Mumbai,North Indian,Chaat,₹200-₹500,Gulab Jamun,1393
Rasoi W,Pune,South Indian,Chaat,₹500-₹1000,Pav Bhaji,885
Rasoi L,Lucknow,Seafood,Tandoori,₹700-₹1500,Laal Maas,1895
Rasoi,Kolkata,Gujarati,,₹100-₹300,Prawn Curry,1021
Spice,Hyderabad,West Indian,Coastal,₹500-₹1000,Haleem,887
Spice,Jaipur,Gujarati,Chaat,₹300-₹700,Prawn Curry,561
Royal,Kolkata,South Indian,,₹100-₹300,Gulab Jamun,167
Swad,Delhi,West Indian,,₹1000-₹2000,Biryani,178
Swad Q,Lucknow,Bengali,Mughlai,₹500-₹1000,Haleem,1699
Relish,Ahmedabad,Gujarati,Chaat,₹300-₹700,Butter Chicken,172
Zaiqa E,Lucknow,Mughlai,,₹1000-₹2000,Plain Dosa,583
Relish,Chennai,Gujarati,Awadhi,₹200-₹500,Plain Dosa,213
Zaiqa,Chennai,North Indian,Awadhi,₹100-₹300,Filter Coffee,1918
Relish,Kolkata,West Indian,Coastal,₹500-₹1000,Prawn Curry,1665
Rasoi,Kolkata,Hyderabadi,,₹200-₹500,Biryani,638
Feast,Pune,Street Food,Chaat,₹300-₹700,Filter Coffee,457
Taj U,Chennai,South Indian,Awadhi,₹300-₹700,Biryani,1478
Swad,Pune,Bengali,Coastal,₹700-₹1500,Kosha Mangsho,368
Royal,Kolkata,North Indian,Tandoori,₹200-₹500,Kosha Mangsho,1306
Royal,Pune,West Indian,Awadhi,₹100-₹300,Haleem,1496
Dosa,Chennai,West Indian,Tandoori,₹500-₹1000,Kosha Mangsho,853
Zaiqa,Jaipur,Bengali,Chaat,₹1000-₹2000,Laal Maas,1555
Spice,Kolkata,South Indian,Chaat,₹200-₹500,Pav Bhaji,913
Relish Z,Delhi,Seafood,Chaat,₹500-₹1000,Plain Dosa,1659
Royal,Jaipur,Bengali,Awadhi,₹500-₹1000,Dahi Vada,1525
Dosa,Hyderabad,Bengali,Mughlai,₹1000-₹2000,Pav Bhaji,1569
Spice,Jaipur,Hyderabadi,Mughlai,₹200-₹500,Solkadi,1049
Feast,Hyderabad,Bengali,Coastal,₹100-₹300,Biryani,1150
Royal E,Lucknow,North Indian,Chaat,₹300-₹700,Kosha Mangsho,744
Swad T,Mumbai,Hyderabadi,,₹500-₹1000,Dahi Vada,1251
Zaiqa,Mumbai,Hyderabadi,Mughlai,₹100-₹300,Kosha Mangsho,505
Zaiqa,Hyderabad,Rajasthani,Coastal,₹100-₹300,Pav Bhaji,1469
Taj,Delhi,Hyderabadi,,₹700-₹1500,Sambar Vada,1361
Spice,Lucknow,Gujarati,Mughlai,₹1000-₹2000,Biryani,1418
Swad,Pune,Street Food,Coastal,₹100-₹300,Butter Chicken,360
Taj,Pune,West Indian,Coastal,₹1000-₹2000,Gulab Jamun,1428
Zaiqa,Jaipur,Seafood,Mughlai,₹300-₹700,Haleem,250
Royal,Mumbai,Bengali,Mughlai,₹700-₹1500,Haleem,534
Rasoi,Jaipur,North Indian,Chaat,₹700-₹1500,Haleem,381
Taj,Chennai,Seafood,Mughlai,₹700-₹1500,Haleem,431
Feast,Ahmedabad,West Indian,Awadhi,₹1000-₹2000,Masala Dosa,1716
Relish,Kolkata,Street Food,,₹1000-₹2000,Pav Bhaji,1166
Taj W,Delhi,Gujarati,Tandoori,₹100-₹300,Haleem,1418
Feast,Hyderabad,Hyderabadi,Awadhi,₹200-₹500,Sambar Vada,301
Swad,Hyderabad,Rajasthani,Mughlai,₹300-₹700,Masala Dosa,700
Rasoi,Mumbai,Rajasthani,,₹700-₹1500,Solkadi,1892
Royal,Hyderabad,South Indian,Chaat,₹200-₹500,Chicken Tikka,343
Flavors B,Mumbai,Seafood,Coastal,₹500-₹1000,Sambar Vada,1167
Royal O,Lucknow,North Indian,,₹1000-₹2000,Kosha Mangsho,51
Zaiqa Q,Mumbai,West Indian,Awadhi,₹1000-₹2000,Dhokla,1101
Flavors,Ahmedabad,Bengali,Chaat,₹700-₹1500,Chicken Tikka,576
Swad,Bengaluru,Rajasthani,Mughlai,₹200-₹500,Masala Dosa,291
Zaiqa,Hyderabad,Street Food,Awadhi,₹200-₹500,Chicken Tikka,593
Zaiqa W,Pune,Rajasthani,Chaat,₹700-₹1500,Chole Bhature,1120
Taj V,Pune,Mughlai,Chaat,₹1000-₹2000,Haleem,282
Dosa T,Lucknow,Rajasthani,Awadhi,₹100-₹300,Gulab Jamun,869
Relish,Kolkata,Gujarati,Tandoori,₹100-₹300,Solkadi,1831
Royal,Hyderabad,South Indian,Mughlai,₹100-₹300,Kosha Mangsho,1138
Swad,Chennai,Seafood,,₹500-₹1000,Butter Chicken,1478
Zaiqa,Pune,Street Food,Mughlai,₹1000-₹2000,Biryani,1322
Taj,Ahmedabad,South Indian,Awadhi,₹500-₹1000,Butter Chicken,1722
Feast G,Hyderabad,South Indian,Awadhi,₹100-₹300,Plain Dosa,1783
Swad,Jaipur,North Indian,Awadhi,₹200-₹500,Pav Bhaji,402
Swad,Lucknow,North Indian,Chaat,₹200-₹500,Gulab Jamun,1941
Swad,Hyderabad,Seafood,Tandoori,₹100-₹300,Dahi Vada,1331
Royal,Hyderabad,North Indian,Coastal,₹300-₹700,Masala Dosa,994
Feast,Hyderabad,Rajasthani,,₹700-₹1500,Dahi Vada,1798
Zaiqa,Hyderabad,Street Food,Awadhi,₹100-₹300,Chicken Tikka,1490
Zaiqa,Lucknow,Rajasthani,Tandoori,₹500-₹1000,Butter Chicken,294
Spice,Pune,North Indian,Coastal,₹700-₹1500,Filter Coffee,211
Taj,Hyderabad,North Indian,Tandoori,₹1000-₹2000,Gulab Jamun,783
Royal U,Kolkata,Gujarati,Tandoori,₹500-₹1000,Pav Bhaji,575
Rasoi,Hyderabad,Hyderabadi,Coastal,₹1000-₹2000,Sambar Vada,75
Zaiqa,Kolkata,Bengali,Mughlai,₹500-₹1000,Masala Dosa,170
Dosa Q,Bengaluru,Street Food,Tandoori,₹200-₹500,Laal Maas,166
Swad O,Chennai,South Indian,,₹100-₹300,Kebabs,361
Royal,Delhi,South Indian,Coastal,₹500-₹1000,Sambar Vada,815
Swad,Chennai,Street Food,Coastal,₹200-₹500,Solkadi,314
Zaiqa,Hyderabad,West Indian,Tandoori,₹300-₹700,Dahi Vada,959
Taj,Kolkata,Mughlai,Awadhi,₹300-₹700,Haleem,1780
Rasoi F,Hyderabad,North Indian,Awadhi,₹100-₹300,Haleem,1956
Spice,Delhi,Bengali,Coastal,₹300-₹700,Dahi Vada,1905
Relish,Kolkata,North Indian,Chaat,₹300-₹700,Gulab Jamun,513
Rasoi,Ahmedabad,Seafood,,₹1000-₹2000,Dhokla,1795
Feast,Chennai,Seafood,Chaat,₹700-₹1500,Butter Chicken,980
Rasoi Z,Mumbai,North Indian,Tandoori,₹300-₹700,Kebabs,1679
Dosa,Pune,North Indian,Awadhi,₹100-₹300,Haleem,1430
Relish,Hyderabad,South Indian,Mughlai,₹700-₹1500,Dahi Vada,1432
Zaiqa,Ahmedabad,Gujarati,Awadhi,₹500-₹1000,Butter Chicken,611
Flavors,Lucknow,Hyderabadi,,₹700-₹1500,Solkadi,81
Relish,Bengaluru,West Indian,Coastal,₹1000-₹2000,Butter Chicken,1987
Royal,Kolkata,West Indian,Awadhi,₹100-₹300,Kosha Mangsho,897
Royal L,Bengaluru,Seafood,,₹200-₹500,Butter Chicken,1238
Feast,Chennai,Bengali,Coastal,₹1000-₹2000,Butter Chicken,498
Swad H,Chennai,Gujarati,Awadhi,₹100-₹300,Masala Dosa,1899
Relish,Bengaluru,Mughlai,Chaat,₹300-₹700,Butter Chicken,1623
Taj R,Chennai,Hyderabadi,Tandoori,₹100-₹300,Pav Bhaji,889
Spice,Kolkata,Street Food,Awadhi,₹1000-₹2000,Chicken Tikka,557
Royal I,Kolkata,Bengali,,₹300-₹700,Pav Bhaji,854
Taj,Pune,Street Food,Awadhi,₹500-₹1000,Filter Coffee,619
Feast G,Jaipur,West Indian,Awadhi,₹700-₹1500,Pav Bhaji,1526
Royal,Jaipur,Gujarati,Mughlai,₹500-₹1000,Pav Bhaji,725
Taj,Lucknow,North Indian,Chaat,₹100-₹300,Biryani,501
Relish M,Jaipur,Street Food,Chaat,₹1000-₹2000,Masala Dosa,1296
Rasoi,Lucknow,West Indian,Tandoori,₹200-₹500,Solkadi,1308
Swad,Jaipur,West Indian,Mughlai,₹100-₹300,Kosha Mangsho,1900
Dosa,Delhi,West Indian,Awadhi,₹700-₹1500,Chole Bhature,1560
Zaiqa,Bengaluru,Mughlai,Awadhi,₹1000-₹2000,Gulab Jamun,658
Royal,Pune,Seafood,,₹300-₹700,Biryani,588
Swad,Hyderabad,Rajasthani,Coastal,₹200-₹500,Dhokla,382
Zaiqa,Chennai,Street Food,Tandoori,₹1000-₹2000,Dhokla,1761
Royal,Mumbai,Gujarati,Tandoori,₹300-₹700,Chicken Tikka,456
Zaiqa,Ahmedabad,Seafood,,₹300-₹700,Prawn Curry,1716
Swad P,Jaipur,Street Food,Tandoori,₹700-₹1500,Biryani,234
Flavors K,Pune,Hyderabadi,Mughlai,₹300-₹700,Prawn Curry,637
Flavors,Kolkata,Mughlai,Coastal,₹100-₹300,Prawn Curry,1748
Flavors,Mumbai,Hyderabadi,Coastal,₹1000-₹2000,Butter Chicken,82
Dosa,Mumbai,North Indian,Tandoori,₹700-₹1500,Solkadi,1799
Feast,Jaipur,North Indian,,₹700-₹1500,Sambar Vada,608
Dosa,Chennai,Bengali,Mughlai,₹200-₹500,Filter Coffee,736
Taj C,Bengaluru,Gujarati,Awadhi,₹700-₹1500,Dhokla,473
Feast,Jaipur,Bengali,Chaat,₹200-₹500,Laal Maas,807
Zaiqa,Pune,North Indian,Tandoori,₹100-₹300,Kebabs,1421
Rasoi,Bengaluru,South Indian,Coastal,₹300-₹700,Prawn Curry,1993
Swad,Delhi,Bengali,Awadhi,₹100-₹300,Chicken Tikka,367
Rasoi A,Kolkata,Hyderabadi,Coastal,₹300-₹700,Solkadi,1602
Rasoi,Ahmedabad,North Indian,Chaat,₹700-₹1500,Chole Bhature,302
Taj,Pune,Bengali,Coastal,₹200-₹500,Filter Coffee,260
Taj V,Bengaluru,Street Food,Coastal,₹500-₹1000,Butter Chicken,1330
Royal,Mumbai,Street Food,Chaat,₹200-₹500,Haleem,1065
Swad,Bengaluru,Rajasthani,Tandoori,₹1000-₹2000,Pav Bhaji,1129
Royal N,Mumbai,Gujarati,Mughlai,₹500-₹1000,Dahi Vada,495
Flavors,Delhi,Gujarati,Chaat,₹200-₹500,Sambar Vada,1941
Rasoi,Kolkata,Rajasthani,Awadhi,₹500-₹1000,Solkadi,1296
Taj,Jaipur,West Indian,Mughlai,₹200-₹500,Haleem,1687
Spice,Kolkata,Bengali,Awadhi,₹200-₹500,Laal Maas,579
Spice J,Kolkata,Rajasthani,Chaat,₹300-₹700,Gulab Jamun,1724
Zaiqa,Ahmedabad,Mughlai,Awadhi,₹700-₹1500,Dhokla,1496
Spice,Kolkata,North Indian,,₹100-₹300,Dahi Vada,1409
Zaiqa,Chennai,Seafood,Mughlai,₹200-₹500,Sambar Vada,1004
Dosa,Pune,Hyderabadi,Awadhi,₹100-₹300,Pav Bhaji,714
Relish R,Mumbai,Mughlai,Chaat,₹1000-₹2000,Sambar Vada,308
Taj,Ahmedabad,Rajasthani,Coastal,₹100-₹300,Prawn Curry,190
Zaiqa D,Mumbai,North Indian,Awadhi,₹700-₹1500,Filter Coffee,1476
Swad H,Jaipur,Seafood,Tandoori,₹700-₹1500,Butter Chicken,325
Rasoi,Lucknow,Mughlai,,₹100-₹300,Dahi Vada,357
Dosa,Ahmedabad,North Indian,Mughlai,₹300-₹700,Dhokla,311
Spice,Bengaluru,Mughlai,Mughlai,₹100-₹300,Laal Maas,958
Flavors,Chennai,North Indian,Coastal,₹100-₹300,Chole Bhature,1097
Taj,Delhi,West Indian,Coastal,₹200-₹500,Sambar Vada,135
Spice,Jaipur,Hyderabadi,Tandoori,₹300-₹700,Dahi Vada,1364
Spice,Jaipur,Seafood,Chaat,₹100-₹300,Laal Maas,1998
Zaiqa X,Delhi,Bengali,Mughlai,₹1000-₹2000,Kosha Mangsho,213
Zaiqa X,Pune,South Indian,Awadhi,₹700-₹1500,Kosha Mangsho,1944
Taj,Delhi,Bengali,Coastal,₹100-₹300,Kosha Mangsho,172
Rasoi G,Kolkata,Rajasthani,Chaat,₹300-₹700,Laal Maas,1153
Swad,Lucknow,Seafood,Mughlai,₹200-₹500,Chicken Tikka,1514
Rasoi,Chennai,Bengali,Awadhi,₹200-₹500,Sambar Vada,1685
Feast E,Delhi,Bengali,Awadhi,₹700-₹1500,Kosha Mangsho,185
Rasoi,Ahmedabad,North Indian,Tandoori,₹500-₹1000,Gulab Jamun,847
Feast,Kolkata,Seafood,Chaat,₹700-₹1500,Haleem,444
Relish Y,Hyderabad,West Indian,Awadhi,₹700-₹1500,Dahi Vada,1886
Zaiqa,Pune,West Indian,Coastal,₹200-₹500,Plain Dosa,762
Zaiqa,Kolkata,Street Food,Tandoori,₹500-₹1000,Plain Dosa,1329
Relish O,Chennai,Mughlai,Awadhi,₹500-₹1000,Gulab Jamun,1918
Taj B,Mumbai,Mughlai,,₹100-₹300,Kebabs,649
Zaiqa J,Mumbai,West Indian,Coastal,₹100-₹300,Masala Dosa,801
Rasoi,Lucknow,Mughlai,Coastal,₹500-₹1000,Gulab Jamun,941
Rasoi,Mumbai,South Indian,Coastal,₹200-₹500,Kebabs,1990
Feast Y,Hyderabad,Rajasthani,,₹700-₹1500,Kebabs,768
Spice,Bengaluru,Mughlai,Tandoori,₹200-₹500,Laal Maas,1638
Zaiqa,Bengaluru,Street Food,Mughlai,₹1000-₹2000,Butter Chicken,76
Royal,Mumbai,Hyderabadi,Chaat,₹1000-₹2000,Pav Bhaji,426
Royal,Lucknow,Mughlai,Tandoori,₹1000-₹2000,Pav Bhaji,435
Royal F,Delhi,Hyderabadi,Mughlai,₹700-₹1500,Biryani,1676
Dosa,Ahmedabad,Street Food,Awadhi,₹200-₹500,Chicken Tikka,134
Dosa,Ahmedabad,Gujarati,Coastal,₹200-₹500,Dhokla,1277
Dosa,Delhi,North Indian,Awadhi,₹200-₹500,Filter Coffee,374
Relish,Mumbai,Rajasthani,Coastal,₹500-₹1000,Kosha Mangsho,871
Spice T,Kolkata,Seafood,Chaat,₹200-₹500,Kosha Mangsho,51
Zaiqa V,Mumbai,Rajasthani,Coastal,₹500-₹1000,Gulab Jamun,1747
Zaiqa T,Mumbai,North Indian,Chaat,₹1000-₹2000,Plain Dosa,722
Zaiqa,Pune,Hyderabadi,Awadhi,₹700-₹1500,Dhokla,1055
Relish,Delhi,West Indian,,₹300-₹700,Pav Bhaji,972
Relish,Kolkata,Hyderabadi,Chaat,₹200-₹500,Gulab Jamun,436
Spice G,Jaipur,Mughlai,,₹200-₹500,Chicken Tikka,517
Spice,Chennai,Bengali,Chaat,₹100-₹300,Filter Coffee,1810
Feast,Jaipur,Bengali,Chaat,₹500-₹1000,Filter Coffee,757
Flavors,Chennai,Bengali,Coastal,₹700-₹1500,Biryani,1131
Zaiqa,Delhi,South Indian,Chaat,₹700-₹1500,Chicken Tikka,1655
Feast,Jaipur,Mughlai,Awadhi,₹700-₹1500,Plain Dosa,416
Spice C,Jaipur,Gujarati,Awadhi,₹700-₹1500,Haleem,344
Relish,Mumbai,South Indian,Chaat,₹500-₹1000,Biryani,598
Taj,Ahmedabad,Mughlai,Chaat,₹300-₹700,Gulab Jamun,1162
Flavors,Jaipur,Mughlai,Tandoori,₹100-₹300,Solkadi,1895
Spice A,Pune,Seafood,Chaat,₹500-₹1000,Kosha Mangsho,161
Taj,Ahmedabad,Seafood,Chaat,₹200-₹500,Dhokla,1141
Relish N,Hyderabad,Street Food,Tandoori,₹1000-₹2000,Kosha Mangsho,380
Rasoi,Delhi,West Indian,Coastal,₹500-₹1000,Kebabs,1705
Taj,Jaipur,Mughlai,Awadhi,₹300-₹700,Plain Dosa,1171
